shipping_id,rating,feedback
4638,1,"The tracking information was inaccurate, and the package arrived much later than expected."
1479,3,"The delivery was neither too fast nor too slow; overall, a satisfactory experience."
3287,5,"Great experience! The courier was friendly, and the tracking updates were accurate."
1017,5,"The delivery process was seamless, and the package arrived without any issues."
1934,1,The package arrived damaged due to poor packaging. Very disappointed.
2887,4,Fast and efficient delivery. The package was handled with care.
4916,3,"It was an average experience; nothing stood out, but no issues either."
2227,2,"The tracking information was inaccurate, and the package arrived much later than expected."
1116,1,The package arrived damaged due to poor packaging. Very disappointed.
3611,2,"The tracking information was inaccurate, and the package arrived much later than expected."
4675,1,The package arrived damaged due to poor packaging. Very disappointed.
1988,1,The package arrived damaged due to poor packaging. Very disappointed.
2332,3,"The package arrived slightly late, but the product was in good condition."
1392,3,"The package arrived slightly late, but the product was in good condition."
1614,2,The courier was rude and left the package at the wrong address.
1332,2,"The tracking information was inaccurate, and the package arrived much later than expected."
21,3,"The delivery was neither too fast nor too slow; overall, a satisfactory experience."
1294,5,The package arrived well before the estimated delivery date. Excellent service!
425,5,Fast and efficient delivery. The package was handled with care.
3178,5,Fast and efficient delivery. The package was handled with care.
1956,5,Fast and efficient delivery. The package was handled with care.
325,5,"Great experience! The courier was friendly, and the tracking updates were accurate."
1455,4,Fast and efficient delivery. The package was handled with care.
1715,1,"The tracking information was inaccurate, and the package arrived much later than expected."
1027,2,The package arrived late and was slightly damaged. Not happy with the service.
4823,3,"The delivery was neither too fast nor too slow; overall, a satisfactory experience."
1484,5,"Great experience! The courier was friendly, and the tracking updates were accurate."
1847,5,"Great experience! The courier was friendly, and the tracking updates were accurate."
318,2,"The tracking information was inaccurate, and the package arrived much later than expected."
1095,2,The package arrived late and was slightly damaged. Not happy with the service.
1676,3,"It was an average experience; nothing stood out, but no issues either."
1268,4,I was impressed with the secure packaging and prompt delivery. Everything arrived in perfect condition.
2758,3,"The delivery was okay, but I wish there were more updates on the tracking information."
1724,2,The package arrived late and was slightly damaged. Not happy with the service.
